#logIe_J  logsigma  logRe_J  logIe_J_err  logsigma_err  logRe_J_err  weights
  2.805     2.142      0.568     0.08       0.101       0.054      1.0        
  2.954     2.139      0.384     0.091      0.111       0.061      1.0        
  2.823     2.061      0.591     0.068      0.101       0.046      1.0        
  3.175     2.297      0.452     0.048      0.031       0.032      1.0        
  2.75      2.399      0.59      0.078      0.063       0.053      1.0        
  3.361     2.369      0.339     0.053      0.019       0.036      1.0        
  3.453     2.287      0.166     0.088      0.055       0.059      1.0        
  3.247     2.078      0.256     0.089      0.077       0.06       1.0        
  2.641     2.14       0.61      0.085      0.136       0.057      1.0        
  2.779     2.095      0.538     0.083      0.087       0.056      1.0        
  2.919     2.291      0.378     0.08       0.036       0.054      1.001001   
  3.177     2.423      0.441     0.072      0.052       0.049      1.0        
  3.048     2.093      0.396     0.072      0.087       0.049      1.0        
  3.305     2.071      0.15      0.081      0.061       0.054      1.2626263  
  3.212     2.315      0.497     0.063      0.049       0.043      1.0        
  3.149     2.273      0.479     0.063      0.034       0.043      1.0        
  3.242     2.14       -0.096    0.086      0.039       0.058      8.264462   
  3.145     2.234      0.4       0.079      0.045       0.054      1.0        
  3.122     2.199      0.273     0.084      0.082       0.057      1.1086475  
  3.282     2.428      0.314     0.048      0.023       0.032      1.0        
  3.262     2.355      0.21      0.086      0.049       0.058      1.0141988  
  3.468     2.234      0.095     0.076      0.031       0.051      1.0604453  
  2.867     2.348      0.599     0.075      0.058       0.051      1.0        
  3.398     2.106      0.031     0.062      0.075       0.042      2.004008   
  3.631     2.297      0.195     0.073      0.028       0.049      1.0        
  3.409     2.231      0.077     0.092      0.059       0.062      1.4771049  
  3.03      2.3        0.428     0.078      0.085       0.053      1.0        
  3.664     2.402      0.12      0.082      0.053       0.055      1.0        
  3.019     2.254      0.389     0.085      0.062       0.057      1.0        
  2.884     2.216      0.509     0.067      0.1         0.045      1.0        
  3.089     2.271      0.433     0.077      0.03        0.052      1.0        
  2.75      2.18       0.481     0.09       0.047       0.061      1.0        
  3.358     2.352      0.293     0.078      0.039       0.053      1.0        
  2.893     2.154      0.494     0.084      0.068       0.056      1.0        
  3.098     2.139      0.248     0.086      0.078       0.058      1.3245033  
  2.861     2.203      0.565     0.065      0.056       0.044      1.0        
  2.943     2.431      0.722     0.048      0.03        0.032      1.0        
  3.242     2.382      0.261     0.08       0.055       0.054      1.0        
  3.178     2.435      0.539     0.061      0.041       0.041      1.0        
  3.3       2.279      0.258     0.087      0.041       0.059      1.0        
  3.213     2.112      0.0050    0.076      0.137       0.051      4.484305   
  3.142     2.235      0.067     0.048      0.045       0.032      3.846154   
  3.248     2.249      0.187     0.052      0.021       0.035      1.1614401  
  2.895     2.11       0.351     0.068      0.041       0.046      1.2836971  
  2.979     2.317      0.477     0.048      0.016       0.032      1.0        
  3.39      2.276      0.082     0.092      0.103       0.062      1.5197569  
  3.242     2.141      0.257     0.052      0.09        0.035      1.0        
  3.583     2.276      -0.284    0.088      0.036       0.06       9.345795   
  3.016     2.363      0.495     0.074      0.041       0.05       1.0        
  2.948     2.231      0.365     0.089      0.088       0.06       1.0        
  3.186     2.341      0.402     0.077      0.036       0.052      1.0        
  3.489     2.237      0.094     0.057      0.061       0.039      1.0        
  3.423     2.439      0.244     0.048      0.02        0.032      1.0        
  2.658     2.217      0.677     0.065      0.062       0.044      1.0        
  3.082     2.197      0.286     0.064      0.038       0.044      1.0683761  
  3.304     2.35       0.268     0.086      0.038       0.058      1.0        
  3.278     2.431      0.465     0.062      0.022       0.042      1.0        
  2.363     2.167      0.856     0.069      0.105       0.046      1.0        
  3.115     2.085      0.334     0.087      0.12        0.059      1.0        
  3.567     2.343      0.062     0.092      0.054       0.062      1.0        
  3.073     2.129      0.154     0.066      0.04        0.045      2.624672   
  3.044     2.371      0.547     0.054      0.027       0.036      1.0        
  3.7       2.237      -0.282    0.09       0.066       0.061      6.21118    
  2.513     2.062      0.522     0.088      0.127       0.059      1.4792899  
  3.008     2.369      0.371     0.087      0.047       0.059      1.0        
  3.004     2.321      0.448     0.079      0.056       0.053      1.0        
  3.333     2.291      0.246     0.074      0.03        0.05       1.0        
  3.112     2.089      0.283     0.085      0.128       0.058      1.0        
  3.202     2.245      0.279     0.062      0.042       0.042      1.0        
  3.327     2.232      0.027     0.087      0.058       0.059      2.6809652  
  3.315     2.321      0.277     0.073      0.049       0.05       1.0        
  3.024     2.087      0.192     0.065      0.05        0.044      2.3866348  
  3.372     2.371      0.15      0.087      0.048       0.059      1.0193679  
  3.268     2.315      0.152     0.093      0.058       0.063      1.4124293  
  3.485     2.547      0.049     0.092      0.12        0.062      1.3774104  
  3.33      2.143      0.048     0.072      0.047       0.049      2.2831051  
  2.878     2.229      0.563     0.05       0.043       0.034      1.0        
  2.945     2.126      0.254     0.095      0.07        0.064      2.096436   
  3.011     2.137      0.491     0.066      0.069       0.045      1.0        
  3.409     2.249      0.058     0.058      0.016       0.039      1.610306   
  2.812     2.143      0.52      0.073      0.062       0.049      1.0        
  3.358     2.08       -0.193    0.076      0.065       0.051      10.869565  
  3.288     2.108      0.055     0.093      0.101       0.063      2.5575447  
  3.546     2.361      0.0080    0.048      0.025       0.032      1.4409221  
  3.454     2.401      0.21      0.048      0.021       0.032      1.0        
  3.241     2.334      0.332     0.077      0.067       0.052      1.0        
  2.896     2.089      0.284     0.067      0.081       0.045      1.9920319  
  3.225     2.444      0.376     0.069      0.027       0.046      1.0        
  3.396     2.306      0.11      0.091      0.058       0.061      1.2315271  
  3.341     2.12       0.039     0.092      0.103       0.062      2.4096386  
  2.998     2.109      0.176     0.056      0.058       0.038      2.9498527  
  3.028     2.052      0.165     0.056      0.07        0.037      2.840909   
  2.958     2.381      0.684     0.048      0.016       0.032      1.0        
  3.36      2.079      0.013     0.083      0.13        0.056      2.6041667  
  3.079     2.287      0.372     0.071      0.045       0.048      1.0        
  2.906     2.124      0.368     0.086      0.133       0.058      1.1223345  
  3.064     2.208      0.317     0.075      0.043       0.05       1.0        
  3.182     2.203      0.299     0.079      0.081       0.053      1.0        
  3.244     2.205      0.146     0.094      0.109       0.063      1.610306   
  3.359     2.395      0.249     0.048      0.04        0.032      1.0        
  3.552     2.486      0.03      0.087      0.076       0.059      1.2690356  
  3.461     2.101      -0.038    0.082      0.06        0.056      2.617801   
  3.273     2.381      0.225     0.092      0.039       0.062      1.0        
  3.336     2.542      0.406     0.063      0.076       0.043      1.0        
  3.049     2.105      0.038     0.07       0.054       0.047      6.4102564  
  3.243     2.253      0.186     0.069      0.057       0.046      1.2048193  
  3.238     2.163      0.095     0.058      0.05        0.039      2.3696682  
  2.625     2.155      0.664     0.076      0.052       0.051      1.0        
  3.078     2.142      0.41      0.06       0.048       0.04       1.0        
  3.396     2.303      0.251     0.064      0.041       0.043      1.0        
  3.089     2.229      0.233     0.093      0.061       0.063      1.5082957  
  2.94      2.128      0.482     0.071      0.055       0.048      1.0        
  3.016     2.258      0.447     0.076      0.031       0.051      1.0        
  2.862     2.325      0.521     0.07       0.038       0.047      1.0        
  3.262     2.17       0.217     0.078      0.047       0.053      1.0        
  3.215     2.232      0.26      0.08       0.092       0.054      1.0        
  2.832     2.163      0.429     0.092      0.128       0.062      1.0        
  3.296     2.327      0.217     0.048      0.021       0.032      1.0        
  3.301     2.099      0.091     0.094      0.102       0.063      1.9120458  
  2.696     2.236      0.616     0.048      0.043       0.032      1.0        
  2.863     2.321      0.593     0.071      0.023       0.048      1.0        
  2.876     2.379      0.603     0.065      0.075       0.044      1.0        
  3.023     2.083      0.325     0.084      0.076       0.057      1.0121458  
  2.547     2.204      0.558     0.085      0.054       0.057      1.0405827  
  3.076     2.356      0.527     0.057      0.032       0.038      1.0        
